mille cinq cent quatre-vingt-quinze	NUM
mille cinq cent quatre-vingt-seize	NUM
mille cinq cent quatre-vingt-quatre	NUM
mille cinq cent quatre-vingt-deux	NUM
mille cinq cent quatre-vingt-trois	NUM
mille cinq cent quatre-vingt-cinq	NUM
mille cinq cent quatre-vingt-six	NUM
mille cinq cent quatre-vingt-sept	NUM
mille cinq cent quatre-vingt-huit	NUM
mille cinq cent quatre-vingt-neuf	NUM
mille cinq cent dix	NUM
mille cinq cent onze	NUM
mille cinq cent dix-sept	NUM
mille cinq cent dix-huit	NUM
mille cinq cent dix-neuf	NUM
mille cinq cent douze	NUM
mille cinq cent treize	NUM
mille cinq cent quatorze	NUM
mille cinq cent quinze	NUM
mille cinq cent seize	NUM
mille cinq cent vingt	NUM
mille cinq cent vingt et un	NUM
mille cinq cent vingt-quatre	NUM
mille cinq cent vingt-deux	NUM
